Ruta,X,Y,Direccion
9,21.873571,-102.292091,2
9,21.873332,-102.292063,2
9,21.872474,-102.291792,2
9,21.872248,-102.293051,2
9,21.872002,-102.293712,2
9,21.871538,-102.294491,2
9,21.871002,-102.295006,2
9,21.870609,-102.295056,2
9,21.865427,-102.294229,2
9,21.866942,-102.302971,2
9,21.867889,-102.308866,2
9,21.859115,-102.313918,2
9,21.855515,-102.316215,2
9,21.854225,-102.317006,2
9,21.853114,-102.314753,2
9,21.851023,-102.307393,2
9,21.849609,-102.301037,2
9,21.845198,-102.301493,2
9,21.841962,-102.301396,2
9,21.841384,-102.293575,2
9,21.839969,-102.293479,2
11,21.831917,-102.293576,1
11,21.836545,-102.293595,1
11,21.841365,-102.293616,1
11,21.841967,-102.301381,1
11,21.845191,-102.301471,1
11,21.849612,-102.301038,1
11,21.851407,-102.309429,1
11,21.852452,-102.312685,1
11,21.853072,-102.314688,1
11,21.848776,-102.316918,1
11,21.848607,-102.317009,1
11,21.849072,-102.319224,1
11,21.854254,-102.317009,1
11,21.859226,-102.313929,1
11,21.867886,-102.308861,1
11,21.866872,-102.302913,1
11,21.865393,-102.294401,1
11,21.865661,-102.294174,1
11,21.870786,-102.295069,1
11,21.871659,-102.295084,1
11,21.875644,-102.295008,1
11,21.878427,-102.295915,1
11,21.878799,-102.296053,1
11,21.881059,-102.289629,1
11,21.885245,-102.291632,1
11,21.885351,-102.291477,1
11,21.887132,-102.292508,1
11,21.890088,-102.295087,1
11,21.891918,-102.296316,1
11,21.897944,-102.298258,1
11,21.896325,-102.304206,1
11,21.897325,-102.304692,1
11,21.902731,-102.307529,1
11,21.909319,-102.310624,1
11,21.916456,-102.313644,1
11,21.924324,-102.317422,1
11,21.931685,-102.321169,1
11,21.933839,-102.323005,1
11,21.942832,-102.327375,1
11,21.952909,-102.335523,1
11,21.958749,-102.342578,1
11,21.959593,-102.343034,1
11,21.960381,-102.343079,1
11,21.966347,-102.340651,1
11,21.967389,-102.340044,1
11,21.968078,-102.341501,1
11,21.967923,-102.341607,2
11,21.961615,-102.343622,2
11,21.962092,-102.345399,2
11,21.961389,-102.345661,2
11,21.960929,-102.343901,2
11,21.959732,-102.343667,2
11,21.958912,-102.342855,2
11,21.958749,-102.342578,2
11,21.952909,-102.335523,2
11,21.942832,-102.327375,2
11,21.933839,-102.323005,2
11,21.931685,-102.321169,2
11,21.924324,-102.317422,2
11,21.916456,-102.313644,2
11,21.909319,-102.310624,2
11,21.902731,-102.307529,2
11,21.897325,-102.304692,2
11,21.896325,-102.304206,2
11,21.898642,-102.295833,2
11,21.891454,-102.294975,2
11,21.889911,-102.293333,2
11,21.886756,-102.296337,2
11,21.886567,-102.296317,2
11,21.884055,-102.295315,2
11,21.883736,-102.295283,2
11,21.881526,-102.294618,2
11,21.881287,-102.295562,2
11,21.881317,-102.295745,2
11,21.880632,-102.297658,2
11,21.875316,-102.296287,2
11,21.872729,-102.297658,2
11,21.871105,-102.297721,2
11,21.871423,-102.295303,2
11,21.870786,-102.295069,2
11,21.865661,-102.294174,2
11,21.865393,-102.294401,2
11,21.866872,-102.302913,2
11,21.867886,-102.308861,2
11,21.859226,-102.313929,2
11,21.854254,-102.317009,2
11,21.849072,-102.319224,2
11,21.848607,-102.317009,2
11,21.847965,-102.314497,2
11,21.852319,-102.312286,2
11,21.851407,-102.309429,2
11,21.849612,-102.301038,2
11,21.845191,-102.301471,2
11,21.841967,-102.301381,2
11,21.841365,-102.293616,2
11,21.836545,-102.293595,2
11,21.831917,-102.293576,2
12,21.851684,-102.318127,1
12,21.854213,-102.317063,1
12,21.859161,-102.313914,1
12,21.867863,-102.308872,1
12,21.865347,-102.294306,1
12,21.865769,-102.294215,1
12,21.871416,-102.295171,1
12,21.873049,-102.295049,1
12,21.874218,-102.297553,1
12,21.874373,-102.299874,1
12,21.874105,-102.300436,1
12,21.873964,-102.300663,1
12,21.874274,-102.300769,1
12,21.877189,-102.301164,1
12,21.879061,-102.292986,1
12,21.879367,-102.288257,1
12,21.878592,-102.281535,1
12,21.878452,-102.281368,1
12,21.873552,-102.281611,1
12,21.873608,-102.274905,1
12,21.872341,-102.274935,1
12,21.871792,-102.274965,1
12,21.869792,-102.276118,1
12,21.869694,-102.276058,1
12,21.870665,-102.273342,1
12,21.871285,-102.272629,1
12,21.871665,-102.272431,1
12,21.872369,-102.272295,1
12,21.872594,-102.272249,1
12,21.873608,-102.272234,1
12,21.873668,-102.270815,1
12,21.878019,-102.271528,1
12,21.877666,-102.264689,1
12,21.877976,-102.263673,1
12,21.879046,-102.262037,1
12,21.874433,-102.255851,1
12,21.871465,-102.251401,1
12,21.868302,-102.246034,1
12,21.867469,-102.243659,1
12,21.866997,-102.243168,1
12,21.866802,-102.242519,1
12,21.866493,-102.242326,1
12,21.863841,-102.243361,1
12,21.860084,-102.246014,1
12,21.862151,-102.247703,1
12,21.862422,-102.248204,1
12,21.865324,-102.246786,1
12,21.866291,-102.245348,1
12,21.867026,-102.244764,1
12,21.866813,-102.244493,2
12,21.865536,-102.242679,2
12,21.863776,-102.243388,2
12,21.860044,-102.246015,2
12,21.859678,-102.245752,2
12,21.862183,-102.243858,2
12,21.863664,-102.242894,2
12,21.865282,-102.242281,2
12,21.865515,-102.242642,2
12,21.866565,-102.242309,2
12,21.866814,-102.242545,2
12,21.867083,-102.243393,2
12,21.867615,-102.243886,2
12,21.867835,-102.244546,2
12,21.868302,-102.246034,2
12,21.871465,-102.251401,2
12,21.874433,-102.255851,2
12,21.879046,-102.262037,2
12,21.877976,-102.263673,2
12,21.877666,-102.264689,2
12,21.878019,-102.271528,2
12,21.873668,-102.270815,2
12,21.873608,-102.272234,2
12,21.872594,-102.272249,2
12,21.872369,-102.272295,2
12,21.871665,-102.272431,2
12,21.871285,-102.272629,2
12,21.870665,-102.273342,2
12,21.869694,-102.276058,2
12,21.869792,-102.276118,2
12,21.871792,-102.274965,2
12,21.872341,-102.274935,2
12,21.873608,-102.274905,2
12,21.873552,-102.281611,2
12,21.878452,-102.281368,2
12,21.878592,-102.281535,2
12,21.879367,-102.288257,2
12,21.879061,-102.292986,2
12,21.877189,-102.301164,2
12,21.874274,-102.300769,2
12,21.873823,-102.300763,2
12,21.873569,-102.300506,2
12,21.872286,-102.299332,2
12,21.869586,-102.297556,2
12,21.866136,-102.298295,2
12,21.867909,-102.308844,2
12,21.859174,-102.313959,2
12,21.854418,-102.316979,2
12,21.851823,-102.318139,2
13,21.848656,-102.317006,1
13,21.849095,-102.319232,1
13,21.849583,-102.319152,1
13,21.852549,-102.327152,1
13,21.854634,-102.326263,1
13,21.851691,-102.318178,1
13,21.854721,-102.316833,1
13,21.859173,-102.314001,1
13,21.867925,-102.308807,1
13,21.865471,-102.294182,1
13,21.871334,-102.295235,1
13,21.875743,-102.295024,1
13,21.879065,-102.296101,1
13,21.881106,-102.296615,1
13,21.882952,-102.297388,1
13,21.883453,-102.296194,1
13,21.886644,-102.297025,1
13,21.890053,-102.295059,1
13,21.891454,-102.295048,1
13,21.899661,-102.295972,1
13,21.907346,-102.296803,1
13,21.915405,-102.297395,1
13,21.915644,-102.297044,1
13,21.915459,-102.292668,1
13,21.914976,-102.292171,2
13,21.907638,-102.292428,2
13,21.900554,-102.292766,2
13,21.894692,-102.292862,2
13,21.893663,-102.293119,2
13,21.892678,-102.293714,2
13,21.891425,-102.295032,2
13,21.890859,-102.295595,2
13,21.890301,-102.297474,2
13,21.886034,-102.298504,2
13,21.884737,-102.298834,2
13,21.882721,-102.297993,2
13,21.880949,-102.297083,2
13,21.880611,-102.297659,2
13,21.878213,-102.296984,2
13,21.875285,-102.296311,2
13,21.872645,-102.297693,2
13,21.871123,-102.297709,2
13,21.871407,-102.295121,2
13,21.865723,-102.294253,2
13,21.865454,-102.294575,2
13,21.866872,-102.302934,2
13,21.867886,-102.308833,2
13,21.859159,-102.313993,2
13,21.855205,-102.316485,2
13,21.854235,-102.316999,2
13,21.853392,-102.317455,2
13,21.856236,-102.325134,2
13,21.852359,-102.326702,2
13,21.852535,-102.327175,2
13,21.852158,-102.327269,2
13,21.852046,-102.327134,2
13,21.851042,-102.324512,2
13,21.849612,-102.323958,2
13,21.847529,-102.319875,2
13,21.849034,-102.319199,2
13,21.848921,-102.318767,2
14,21.848699,-102.316941,1
14,21.849116,-102.319188,1
14,21.849533,-102.318996,1
14,21.852559,-102.327121,1
14,21.854642,-102.326317,1
14,21.851667,-102.318111,1
14,21.854209,-102.317053,1
14,21.853102,-102.314678,1
14,21.851408,-102.309449,1
14,21.849625,-102.301072,1
14,21.849879,-102.298628,1
14,21.850301,-102.297127,1
14,21.850142,-102.293945,1
14,21.844941,-102.293626,1
14,21.844741,-102.293251,1
14,21.844688,-102.291069,1
14,21.844466,-102.290807,1
14,21.841101,-102.290273,1
14,21.837439,-102.289625,1
14,21.837429,-102.289375,1
14,21.841079,-102.289864,1
14,21.842545,-102.280265,1
14,21.838555,-102.280359,1
14,21.836711,-102.280305,1
14,21.835582,-102.279738,1
14,21.834403,-102.285488,1
14,21.831508,-102.284796,1
14,21.831478,-102.285922,1
14,21.834179,-102.286565,1
14,21.834418,-102.285471,1
14,21.835417,-102.285713,1
14,21.836536,-102.280022,1
14,21.838223,-102.280151,1
14,21.842565,-102.280102,1
14,21.846444,-102.280713,1
14,21.847205,-102.277739,1
14,21.848309,-102.275296,1
14,21.851189,-102.271775,1
14,21.851742,-102.270521,1
14,21.853046,-102.265331,1
14,21.855097,-102.256977,1
14,21.851601,-102.255945,1
14,21.850093,-102.253651,1
14,21.849685,-102.249636,1
14,21.849472,-102.248183,1
14,21.850288,-102.245412,1
14,21.845985,-102.248097,1
14,21.845923,-102.247954,2
14,21.850288,-102.245412,2
14,21.849472,-102.248183,2
14,21.849685,-102.249636,2
14,21.850093,-102.253651,2
14,21.851601,-102.255945,2
14,21.855097,-102.256977,2
14,21.853046,-102.265331,2
14,21.851742,-102.270521,2
14,21.851189,-102.271775,2
14,21.848309,-102.275296,2
14,21.847205,-102.277739,2
14,21.846444,-102.280713,2
14,21.842565,-102.280102,2
14,21.838223,-102.280151,2
14,21.836536,-102.280022,2
14,21.835417,-102.285713,2
14,21.834418,-102.285471,2
14,21.834179,-102.286565,2
14,21.831478,-102.285922,2
14,21.831508,-102.284796,2
14,21.834403,-102.285488,2
14,21.835582,-102.279738,2
14,21.836711,-102.280305,2
14,21.838555,-102.280359,2
14,21.842545,-102.280265,2
14,21.841168,-102.290014,2
14,21.844709,-102.290619,2
14,21.844806,-102.291265,2
14,21.844741,-102.293251,2
14,21.844941,-102.293626,2
14,21.850142,-102.293945,2
14,21.850301,-102.297127,2
14,21.849879,-102.298628,2
14,21.849625,-102.301072,2
14,21.851408,-102.309449,2
14,21.853102,-102.314678,2
14,21.854213,-102.317169,2
14,21.853488,-102.317617,2
14,21.856241,-102.325106,2
14,21.854451,-102.325834,2
14,21.851726,-102.318331,2
14,21.849098,-102.319287,2
14,21.848602,-102.316999,2
15,21.914253,-102.240586,1
15,21.911873,-102.242854,1
15,21.911447,-102.243015,1
15,21.910493,-102.243027,1
15,21.909458,-102.243226,1
15,21.908445,-102.243573,1
15,21.906858,-102.243622,1
15,21.905427,-102.243099,1
15,21.904877,-102.244142,1
15,21.904416,-102.246362,1
15,21.903717,-102.248505,1
15,21.903184,-102.248403,1
15,21.902438,-102.250648,1
15,21.898046,-102.249002,1
15,21.897596,-102.247765,1
15,21.897118,-102.247486,1
15,21.895834,-102.249492,1
15,21.896787,-102.250224,1
15,21.898012,-102.253888,1
15,21.898075,-102.254343,1
15,21.897308,-102.258994,1
15,21.896315,-102.265468,1
15,21.893355,-102.263912,1
15,21.894335,-102.261727,1
15,21.895629,-102.258948,1
15,21.894245,-102.258964,1
15,21.893593,-102.259136,1
15,21.893105,-102.258927,1
15,21.892677,-102.258358,1
15,21.890532,-102.257495,1
15,21.889984,-102.259056,1
15,21.889949,-102.259243,1
15,21.889103,-102.260155,1
15,21.888177,-102.261555,1
15,21.885497,-102.265499,1
15,21.884763,-102.268855,1
15,21.884372,-102.271572,1
15,21.883697,-102.276446,1
15,21.883188,-102.278577,1
15,21.883058,-102.279227,1
15,21.882407,-102.284012,1
15,21.882596,-102.284203,1
15,21.882655,-102.284333,1
15,21.884084,-102.285404,1
15,21.881287,-102.295496,1
15,21.881376,-102.295802,1
15,21.880684,-102.297656,1
15,21.880507,-102.297694,1
15,21.880046,-102.301976,1
15,21.879939,-102.302416,1
15,21.880167,-102.302471,1
15,21.879716,-102.305012,1
15,21.880029,-102.307391,1
15,21.879716,-102.309176,1
15,21.880679,-102.312306,1
15,21.880651,-102.317828,1
15,21.885002,-102.317434,1
15,21.887853,-102.316842,1
15,21.889683,-102.316857,1
15,21.892555,-102.316903,1
15,21.892597,-102.317123,1
15,21.892564,-102.321235,1
15,21.898514,-102.321365,1
15,21.898153,-102.320172,1
15,21.897809,-102.319317,1
15,21.897667,-102.318673,1
15,21.897827,-102.318213,1
15,21.898508,-102.317027,1
15,21.899875,-102.316893,1
15,21.901904,-102.316411,1
15,21.903537,-102.316137,1
15,21.905103,-102.316386,1
15,21.909585,-102.317343,1
15,21.909879,-102.328644,1
15,21.910028,-102.328933,1
15,21.912564,-102.329512,1
15,21.914994,-102.330637,1
15,21.915755,-102.332454,1
15,21.918678,-102.334608,1
15,21.919558,-102.335106,1
15,21.922794,-102.334013,1
15,21.922696,-102.336829,1
15,21.922607,-102.336887,2
15,21.920071,-102.335481,2
15,21.919558,-102.335106,2
15,21.918678,-102.334608,2
15,21.915755,-102.332454,2
15,21.914994,-102.330637,2
15,21.912564,-102.329512,2
15,21.910028,-102.328933,2
15,21.909879,-102.328644,2
15,21.909585,-102.317343,2
15,21.905103,-102.316386,2
15,21.903537,-102.316137,2
15,21.901904,-102.316411,2
15,21.899875,-102.316893,2
15,21.898508,-102.317027,2
15,21.897827,-102.318213,2
15,21.897667,-102.318673,2
15,21.897809,-102.319317,2
15,21.891249,-102.319167,2
15,21.891408,-102.317096,2
15,21.888232,-102.316967,2
15,21.884997,-102.317654,2
15,21.880666,-102.317965,2
15,21.876285,-102.318362,2
15,21.876763,-102.315433,2
15,21.879581,-102.315444,2
15,21.879501,-102.310262,2
15,21.880019,-102.307397,2
15,21.879683,-102.304962,2
15,21.877448,-102.304673,2
15,21.878693,-102.301429,2
15,21.877583,-102.301203,2
15,21.878051,-102.299579,2
15,21.878453,-102.297901,2
15,21.878537,-102.297044,2
15,21.878813,-102.296043,2
15,21.880387,-102.296521,2
15,21.881141,-102.296584,2
15,21.882882,-102.297441,2
15,21.883753,-102.295294,2
15,21.880864,-102.294419,2
15,21.881358,-102.292407,2
15,21.881785,-102.289917,2
15,21.882556,-102.285677,2
15,21.882363,-102.284468,2
15,21.882263,-102.284215,2
15,21.882355,-102.284035,2
15,21.882564,-102.282285,2
15,21.883033,-102.278703,2
15,21.883594,-102.274417,2
15,21.884188,-102.270159,2
15,21.884448,-102.269609,2
15,21.884763,-102.268855,2
15,21.885497,-102.265499,2
15,21.888177,-102.261555,2
15,21.889103,-102.260155,2
15,21.889949,-102.259243,2
15,21.889984,-102.259056,2
15,21.890532,-102.257495,2
15,21.892677,-102.258358,2
15,21.893105,-102.258927,2
15,21.893593,-102.259136,2
15,21.894245,-102.258964,2
15,21.895629,-102.258948,2
15,21.894335,-102.261727,2
15,21.893355,-102.263912,2
15,21.896315,-102.265468,2
15,21.897308,-102.258994,2
15,21.898075,-102.254343,2
15,21.898012,-102.253888,2
15,21.896787,-102.250224,2
15,21.895834,-102.249492,2
15,21.897118,-102.247486,2
15,21.897596,-102.247765,2
15,21.898046,-102.249002,2
15,21.902438,-102.250648,2
15,21.902811,-102.250784,2
15,21.903201,-102.249655,2
15,21.903717,-102.248505,2
15,21.904416,-102.246362,2
15,21.904877,-102.244142,2
15,21.905427,-102.243099,2
15,21.906858,-102.243622,2
15,21.908445,-102.243573,2
15,21.909458,-102.243226,2
15,21.910493,-102.243027,2
15,21.911447,-102.243015,2
15,21.911873,-102.242854,2
15,21.914253,-102.240586,2
16,21.914243,-102.245607,1
16,21.909664,-102.245875,1
16,21.909465,-102.243215,1
16,21.908032,-102.243633,1
16,21.907046,-102.243633,1
16,21.905464,-102.243118,1
16,21.904936,-102.243966,1
16,21.904737,-102.244663,1
16,21.904389,-102.246465,1
16,21.901892,-102.254453,1
16,21.900801,-102.259142,1
16,21.900823,-102.259248,1
16,21.902864,-102.259308,1
16,21.903314,-102.259453,1
16,21.903575,-102.259741,1
16,21.904617,-102.261326,1
16,21.904856,-102.261873,1
16,21.905137,-102.263109,1
16,21.904229,-102.266007,1
16,21.902934,-102.270074,1
16,21.903114,-102.272458,1
16,21.902895,-102.273863,1
16,21.900805,-102.276932,1
16,21.903363,-102.277715,1
16,21.903104,-102.278734,1
16,21.902507,-102.280655,1
16,21.901292,-102.282522,1
16,21.890551,-102.274153,1
16,21.889854,-102.273627,1
16,21.888202,-102.273263,1
16,21.885683,-102.275108,1
16,21.883941,-102.274539,1
16,21.883134,-102.278863,1
16,21.882676,-102.282264,1
16,21.884827,-102.282811,1
16,21.882656,-102.290311,1
16,21.885255,-102.291566,1
16,21.885364,-102.291448,1
16,21.887096,-102.292499,1
16,21.885593,-102.294409,1
16,21.884498,-102.296501,1
16,21.885444,-102.296759,1
16,21.885991,-102.298465,1
16,21.884697,-102.298829,1
16,21.883164,-102.298218,1
16,21.883811,-102.300407,1
16,21.884189,-102.301608,1
16,21.884886,-102.307219,1
16,21.886124,-102.317329,1
16,21.885023,-102.317603,1
16,21.880642,-102.317999,1
16,21.871644,-102.318748,1
16,21.871504,-102.319145,1
16,21.871236,-102.320035,1
16,21.872142,-102.327352,1
16,21.872839,-102.330153,1
16,21.876991,-102.331056,1
16,21.876989,-102.331698,1
16,21.883607,-102.333127,1
16,21.883323,-102.336394,1
16,21.892956,-102.338959,1
16,21.892838,-102.345836,1
16,21.896958,-102.345874,1
16,21.898224,-102.345083,1
16,21.901077,-102.344968,1
16,21.900177,-102.346537,1
16,21.900343,-102.346155,2
16,21.901077,-102.344968,2
16,21.898224,-102.345083,2
16,21.896958,-102.345874,2
16,21.892838,-102.345836,2
16,21.892956,-102.338959,2
16,21.883323,-102.336394,2
16,21.883607,-102.333127,2
16,21.876989,-102.331698,2
16,21.876991,-102.331056,2
16,21.872839,-102.330153,2
16,21.872142,-102.327352,2
16,21.871236,-102.320035,2
16,21.871504,-102.319145,2
16,21.871644,-102.318748,2
16,21.880642,-102.317999,2
16,21.885023,-102.317603,2
16,21.886124,-102.317329,2
16,21.884886,-102.307219,2
16,21.882676,-102.307981,2
16,21.882088,-102.300857,2
16,21.882108,-102.299398,2
16,21.885244,-102.291609,2
16,21.885832,-102.290482,2
16,21.887763,-102.283766,2
16,21.884826,-102.282843,2
16,21.882606,-102.282317,2
16,21.883064,-102.278938,2
16,21.883582,-102.274389,2
16,21.886788,-102.275419,2
16,21.889535,-102.273445,2
16,21.890252,-102.273724,2
16,21.894493,-102.277146,2
16,21.897668,-102.279689,2
16,21.901312,-102.282532,2
16,21.902516,-102.280687,2
16,21.903223,-102.278251,2
16,21.900386,-102.277328,2
16,21.902895,-102.273863,2
16,21.903114,-102.272458,2
16,21.902934,-102.270074,2
16,21.904229,-102.266007,2
16,21.905137,-102.263109,2
16,21.904856,-102.261873,2
16,21.904617,-102.261326,2
16,21.903575,-102.259741,2
16,21.903314,-102.259453,2
16,21.902864,-102.259308,2
16,21.900823,-102.259248,2
16,21.900801,-102.259142,2
16,21.901892,-102.254453,2
16,21.904389,-102.246465,2
16,21.904737,-102.244663,2
16,21.904936,-102.243966,2
16,21.905464,-102.243118,2
16,21.907046,-102.243633,2
16,21.908032,-102.243633,2
16,21.909465,-102.243215,2
16,21.909664,-102.245875,2
16,21.914243,-102.245607,2
18,21.844823,-102.252624,1
18,21.849836,-102.251441,1
18,21.850132,-102.253368,1
18,21.851442,-102.255628,1
18,21.851822,-102.256068,1
18,21.855145,-102.256964,1
18,21.852146,-102.269314,1
18,21.860004,-102.269466,1
18,21.860219,-102.272861,1
18,21.861324,-102.272904,1
18,21.862101,-102.273279,1
18,21.862987,-102.273945,1
18,21.864969,-102.276241,1
18,21.865944,-102.277013,1
18,21.868324,-102.276927,1
18,21.866711,-102.281401,1
18,21.867036,-102.281801,1
18,21.869919,-102.281897,1
18,21.873583,-102.281618,1
18,21.878322,-102.281296,1
18,21.878581,-102.281146,1
18,21.878845,-102.281281,1
18,21.878987,-102.281548,1
18,21.881154,-102.282161,1
